villid,hogid,D_HH,IncomeLab,famsize,agehead,sexhead,pov_HH
7011019,MQ3871211103,1,NA,7,34,Male,pobre
7011019,MQ387121198,1,NA,5,49,Male,pobre
7011019,MQ387121199,1,NA,9,48,Male,pobre
7011019,MQ3871311105,0,2100,4,40,Male,no pobre
7011019,MQ3871311106,1,NA,7,70,Male,pobre
7011019,MQ3871311107,1,NA,6,37,Male,pobre
7011019,MQ3871311108,1,NA,1,71,Male,pobre
7011019,MQ3871311109,1,NA,3,60,Male,pobre
7011019,MQ3871311110,1,NA,7,49,Male,pobre
7011019,MQ3871311111,1,NA,9,56,Female,pobre
7011019,MQ390121187,1,NA,3,22,Female,pobre
7011019,MQ390121188,1,NA,6,63,Male,pobre
7011019,MQ390121189,1,NA,4,38,Male,pobre
7011019,MQ390121190,1,NA,8,69,Male,pobre
7011019,MQ390121191,1,NA,5,40,Male,pobre
7011019,MQ391121189,1,NA,1,67,Female,pobre
7011019,MQ391121190,1,NA,5,61,Male,pobre
7011019,MQ391121191,1,NA,16,50,Male,pobre
7011019,MQ391121192,1,NA,10,50,Male,pobre
7011019,MQ3921211120,1,NA,5,68,Female,pobre
7011019,MQ3921211121,0,1500,4,53,Male,no pobre
7011019,MQ3921211122,1,NA,2,71,Male,pobre
7011019,MQ3921211123,1,NA,2,65,Male,pobre
7011019,MQ3921211124,1,NA,2,67,Male,pobre
7011019,MQ3921211125,1,NA,10,51,Male,pobre
7011019,MQ3921311126,1,1500,4,40,Male,pobre
7011019,MQ3921311127,0,1500,7,69,Male,pobre
7011019,MQ3921311128,0,NA,2,89,Male,pobre
7011019,MQ3921311129,1,NA,2,83,Male,pobre
7011019,MQ3921311130,1,NA,7,33,Male,pobre
7011019,MQ3921311131,1,NA,4,35,Male,pobre
7011019,MQ3921311132,1,NA,3,59,Male,pobre
7011019,MQ393121161,1,NA,3,40,Male,pobre
7011019,MQ393121162,0,NA,8,62,Female,pobre
7011019,MQ395121152,1,NA,5,45,Male,pobre
7011019,MQ395121153,1,NA,6,39,Male,pobre
7011019,MQ395121154,1,NA,7,48,Male,pobre
7011019,MQ397121148,1,NA,5,60,Male,pobre
7011019,MQ397121149,1,NA,5,31,Male,pobre
7011019,MQ397121150,1,NA,2,73,Male,pobre
7011019,MQ397121151,0,2000,2,29,Female,no pobre
7011019,MQ397121152,1,NA,4,33,Male,pobre
7011019,MQ398121155,1,NA,3,29,Male,pobre
7011019,MQ398121156,1,NA,3,54,Male,pobre
7011019,MQ398121157,1,NA,4,55,Male,no pobre
7011019,MQ398121158,1,NA,8,47,Male,pobre
7011019,MQ3991211123,1,NA,10,42,Male,pobre
7011019,MQ3991211124,1,NA,5,87,Female,pobre
7011019,MQ3991211125,1,NA,3,56,Male,pobre
7011019,MQ3991211126,0,NA,2,45,Female,pobre
7011019,MQ3991211127,1,NA,2,58,Female,pobre
7011019,MQ3991211128,1,NA,3,41,Male,pobre
7011019,MQ3991211129,0,NA,4,26,Male,pobre
7011019,MQ3991311130,1,NA,10,65,Female,pobre
7011019,MQ3991311131,1,NA,4,29,Female,pobre
7011019,MQ3991311132,1,NA,1,85,Female,pobre
7011019,MQ3991311133,1,NA,5,44,Male,pobre
7011019,MQ3991311134,1,NA,7,47,Female,pobre
7011019,MQ3991311135,1,NA,10,42,Male,pobre
7011019,MQ3991311136,0,NA,3,31,Male,pobre
7011019,MQ3991311137,1,NA,3,69,Male,pobre
7011019,MQ3991311138,NA,NA,5,36,Male,pobre
7011019,MQ4001211118,1,NA,9,46,Male,pobre
7011019,MQ4001211119,1,NA,5,33,Male,pobre
7011019,MQ4001211120,0,NA,2,65,Male,pobre
7011019,MQ4001211121,1,NA,5,28,Male,pobre
7011019,MQ4001211122,0,NA,4,25,Male,pobre
7011019,MQ4001211123,1,NA,9,60,Male,pobre
7011019,MQ4001311125,1,NA,3,51,Female,pobre
7011019,MQ4001311126,0,NA,1,53,Male,pobre
7011019,MQ4001311127,0,NA,4,45,Female,pobre
7011019,MQ4001311128,1,NA,7,57,Male,pobre
7011019,MQ4001311129,1,NA,8,64,Female,pobre
7011019,MQ4001311130,1,NA,9,72,Male,pobre
7011019,MQ4001411131,1,NA,5,28,Male,pobre
7011019,MQ4001411132,0,NA,1,45,Male,pobre
7011019,MQ4001411133,1,NA,10,42,Male,pobre
7011019,MQ4001411134,0,NA,2,66,Male,pobre
7011019,MQ4001411135,1,NA,3,56,Male,pobre
7011019,MQ4001411136,0,NA,1,55,Male,pobre
7011019,MQ4001411137,0,4500,1,33,Male,pobre
7011019,MQ402131154,NA,NA,5,61,Male,pobre
7011019,MQ402131155,1,NA,4,81,Male,pobre
7011019,MQ402131156,1,NA,6,35,Male,pobre
7011019,MQ402131157,1,NA,10,82,Male,pobre
7011019,MQ402131158,1,NA,2,64,Female,pobre
7011019,MQ402131159,1,NA,8,41,Male,pobre
7011019,MQ402131160,0,1500,3,28,Male,pobre
7011019,MQ404121159,1,NA,8,71,Male,pobre
7011019,MQ404121160,1,NA,5,46,Male,pobre
7011019,MQ404121161,1,NA,3,48,Female,pobre
7011019,MQ404121162,1,NA,11,36,Male,pobre
7011019,MQ4061211127,1,NA,11,42,Male,pobre
7011019,MQ4061211128,1,NA,4,35,Male,pobre
7011019,MQ4061211129,1,NA,7,49,Male,pobre
7011019,MQ4061211130,1,2400,9,49,Male,pobre
7011019,MQ4061211131,0,2400,4,63,Male,no pobre
7011019,MQ4061211132,1,NA,5,34,Male,pobre
7011019,MQ4061311133,1,NA,5,30,Male,pobre
7011019,MQ4061311134,NA,NA,3,36,Male,pobre
7011019,MQ4061311135,1,NA,9,41,Male,pobre
7011019,MQ4061311136,1,NA,1,77,Female,pobre
7011019,MQ4061311137,1,NA,4,69,Male,no pobre
7011019,MQ4061311138,1,NA,6,46,Male,no pobre
7011019,MQ4061311139,1,NA,4,60,Male,pobre
7011019,MQ4061311140,NA,NA,4,47,Male,no pobre
7011019,MQ4061311141,1,2400,2,67,Male,pobre
7011019,MQ5021211128,1,NA,5,38,Male,pobre
7011019,MQ5021211129,1,NA,7,34,Male,pobre
7011019,MQ5021211130,0,NA,5,75,Male,pobre
7011019,MQ5021211131,1,1500,6,41,Male,pobre
7011019,MQ5021211132,1,1500,6,28,Male,pobre
7011019,MQ5021311133,1,NA,2,46,Female,pobre
7011019,MQ5021311134,1,NA,2,24,Female,no pobre
7011019,MQ5021311135,1,NA,11,46,Male,pobre
7011019,MQ5021311136,0,NA,6,53,Female,pobre
7011019,MQ5021311137,0,NA,4,36,Male,no pobre
7011019,MQ5021311138,0,5000,6,55,Male,pobre
7011019,MQ5021311139,1,NA,3,72,Male,pobre
7011019,MQ5021311140,1,NA,4,65,Female,pobre
7011019,MQ5021311141,1,NA,3,30,Male,pobre
7011019,MQ5021311142,1,NA,4,58,Male,pobre
7011019,MQ5021311143,1,1500,12,52,Female,pobre
7011019,MQ5021311144,1,1500,10,59,Male,pobre
7015003,MQ088121190,1,NA,4,70,Male,pobre
7015003,MQ088121191,1,NA,6,32,Male,pobre
7015003,MQ088121192,1,1050,7,42,Male,pobre
7015003,MQ088121193,1,NA,3,79,Male,pobre
7015003,MQ088121195,1,900,2,76,Male,pobre
7015003,MQ088121196,0,NA,2,31,Male,no pobre
7015003,MQ088121197,1,NA,7,58,Male,pobre
7015003,MQ0881311100,0,NA,1,40,Male,no pobre
7015003,MQ0881311101,1,NA,4,47,Male,no pobre
7015003,MQ0881311102,1,900,7,42,Male,no pobre
7015003,MQ0881311103,0,NA,1,60,Female,no pobre
7015003,MQ0881311105,0,NA,1,16,Female,pobre
7015003,MQ0881311106,1,NA,2,33,Female,no pobre
7015003,MQ0881311107,1,1000,4,64,Female,pobre
7015003,MQ088131198,0,NA,3,24,Male,pobre
7015003,MQ088131199,1,NA,3,44,Female,pobre
7015003,MQ0881411108,1,NA,5,70,Male,pobre
7015003,MQ0881411109,1,NA,8,62,Male,pobre
7015003,MQ0881411110,1,1500,7,76,Male,pobre
7015003,MQ0881411111,0,NA,6,45,Male,pobre
7015003,MQ0881411112,1,900,4,35,Male,pobre
7015003,MQ0881411113,1,1500,4,52,Male,no pobre
7015003,MQ0901211101,0,1800,3,33,Female,no pobre
7015003,MQ0901211102,0,NA,1,54,Male,pobre
7015003,MQ0901211103,1,NA,6,52,Male,pobre
7015003,MQ090121196,1,2100,3,83,Female,pobre
7015003,MQ090121197,1,NA,9,56,Male,pobre
7015003,MQ090121198,1,NA,6,59,Female,pobre
7015003,MQ090121199,1,NA,7,59,Male,pobre
7015003,MQ0901311105,0,NA,4,35,Male,pobre
7015003,MQ0901311106,1,NA,8,58,Male,pobre
7015003,MQ0901311107,0,NA,2,38,Male,pobre
7015003,MQ0901311108,1,NA,3,51,Male,no pobre
7015003,MQ0901311110,1,NA,7,45,Male,pobre
7015003,MQ0901311111,0,NA,1,64,Female,pobre
7015003,MQ0901311112,1,1200,4,43,Male,no pobre
7015003,MQ0901411114,1,1500,8,54,Male,pobre
7015003,MQ0901411115,1,NA,6,29,Male,pobre
7015003,MQ0901411116,1,NA,8,60,Male,pobre
7015003,MQ0901411117,1,NA,6,50,Male,pobre
7015003,MQ0901411118,1,NA,4,60,Male,pobre
7015003,MQ0901411119,0,5000,4,52,Male,no pobre
7015003,MQ0901411120,1,1000,2,76,Male,pobre
7015003,MQ0901411121,1,NA,10,81,Male,pobre
7015003,MQ0971311104,1,NA,6,40,Male,no pobre
7015003,MQ0971311106,1,NA,8,48,Male,pobre
7015003,MQ0971311107,0,3900,1,35,Male,no pobre
7015003,MQ0971311108,1,NA,8,60,Male,pobre
7015003,MQ0971311109,1,NA,6,45,Male,pobre
7015003,MQ0971311110,0,NA,5,31,Male,pobre
7015003,MQ0971311111,1,NA,8,56,Male,no pobre
7015003,MQ0971311112,0,NA,2,46,Female,pobre
7015003,MQ0971311113,1,NA,2,68,Female,pobre
7015003,MQ0971311114,1,NA,3,29,Male,no pobre
7015003,MQ0971411115,1,NA,3,76,Male,pobre
7015003,MQ0971411116,1,NA,11,76,Male,pobre
7015003,MQ0971411117,1,NA,5,55,Male,no pobre
7015003,MQ0971411118,1,NA,3,34,Male,pobre
7015003,MQ0971411120,0,1050,3,30,Male,pobre
7015003,MQ102121182,1,NA,1,43,Male,pobre
7015003,MQ102121184,1,NA,6,50,Male,no pobre
7015003,MQ102121185,1,NA,9,67,Male,pobre
7015003,MQ102121186,1,NA,5,41,Male,pobre
7015003,MQ102121187,1,NA,2,86,Male,no pobre
7015003,MQ102121188,0,NA,6,73,Male,pobre
7015003,MQ102131189,1,NA,2,51,Female,pobre
7015003,MQ102131190,1,NA,6,42,Male,no pobre
7015003,MQ102131191,1,NA,6,45,Male,pobre
7015003,MQ102131192,0,NA,5,45,Male,no pobre
7015003,MQ102131193,1,NA,8,83,Male,pobre
7015003,MQ102131194,0,NA,3,46,Female,pobre
7015003,MQ102131195,1,NA,4,59,Male,pobre
7015003,MQ102131196,1,NA,4,55,Female,pobre
7015003,MQ102131197,1,1200,7,49,Male,pobre
7015003,MQ1021411100,1,NA,2,64,Female,pobre
7015003,MQ1021411101,1,NA,3,40,Female,no pobre
7015003,MQ1021411103,1,NA,8,57,Male,pobre
7015003,MQ1021411104,0,1500,1,40,Male,pobre
7015003,MQ102141198,1,NA,3,67,Male,pobre
7015003,MQ102141199,1,NA,5,38,Male,pobre
7015003,MQ1021511106,1,3000,5,69,Male,pobre
7015003,MQ112131155,0,NA,6,46,Female,pobre
7015003,MQ112131156,1,NA,2,48,Female,pobre
7015003,MQ112131157,0,NA,7,33,Male,pobre
7015003,MQ112131158,0,NA,6,44,Female,pobre
7015003,MQ112131159,1,NA,7,27,Female,pobre
7015003,MQ112131160,0,NA,3,49,Female,pobre
7015003,MQ112131161,0,NA,7,33,Female,pobre
7015003,MQ112131162,1,NA,3,64,Female,pobre
7015003,MQ112131163,1,NA,4,36,Male,pobre
7015003,MQ112131164,1,NA,4,50,Male,pobre
7015003,MQ1151311100,NA,NA,3,31,Male,no pobre
7015003,MQ1151311101,1,600,6,37,Female,pobre
7015003,MQ1151311102,1,NA,3,64,Male,pobre
7015003,MQ1151311103,1,NA,3,41,Female,pobre
7015003,MQ1151311104,1,NA,8,41,Male,pobre
7015003,MQ1151311105,1,1500,3,63,Female,pobre
7015003,MQ115131192,1,NA,3,37,Female,no pobre
7015003,MQ115131193,NA,NA,2,46,Female,pobre
7015003,MQ115131194,1,NA,4,82,Female,pobre
7015003,MQ115131195,1,NA,3,45,Female,pobre
7015003,MQ115131196,1,NA,4,35,Male,pobre
7015003,MQ115131197,1,NA,3,41,Female,no pobre
7015003,MQ115131198,1,NA,5,38,Male,pobre
7015003,MQ115131199,1,NA,6,51,Male,pobre
7015003,MQ1151411106,0,1500,1,41,Male,no pobre
7015003,MQ1151411107,1,NA,3,23,Female,pobre
7015003,MQ1151411108,1,NA,6,36,Male,pobre
7015003,MQ1151411109,1,NA,3,51,Male,pobre
7015003,MQ1151411110,1,NA,4,32,Male,pobre
7015003,MQ1231311100,0,NA,4,43,Male,pobre
7015003,MQ1231311101,1,5000,5,55,Male,pobre
7015003,MQ1231311102,1,NA,4,75,Female,pobre
7015003,MQ123131195,1,1500,6,46,Male,pobre
7015003,MQ123131196,1,NA,5,38,Male,pobre
7015003,MQ123131197,1,NA,8,43,Male,pobre
7015003,MQ123131198,1,NA,4,86,Female,pobre
7015003,MQ123131199,1,NA,4,76,Male,pobre
7015003,MQ1231411103,1,NA,4,53,Male,pobre
7015003,MQ1231411104,1,NA,7,96,Female,pobre
7015003,MQ1231411105,1,NA,1,61,Female,pobre
7015003,MQ1231411106,0,NA,4,22,Female,pobre
7015003,MQ1231411107,1,NA,12,50,Male,pobre
7015003,MQ1231411108,0,7600,3,41,Female,no pobre
7015003,MQ132131151,1,NA,2,69,Female,pobre
7015003,MQ132131152,0,NA,3,30,Male,pobre
7015003,MQ132131153,1,NA,3,71,Male,pobre
7015003,MQ132131154,1,NA,9,51,Male,pobre
7015003,MQ132131155,1,2400,9,41,Male,pobre
7015003,MQ1371211103,1,900,5,44,Male,pobre
7015003,MQ1371211104,1,NA,6,32,Male,pobre
7015003,MQ1371211105,1,NA,5,50,Female,pobre
7015003,MQ1371211106,1,NA,7,45,Male,no pobre
7015003,MQ1371211107,1,NA,4,52,Male,no pobre
7015003,MQ1371211108,1,NA,4,37,Male,no pobre
7015003,MQ1371211109,1,NA,5,21,Female,pobre
7015003,MQ1371311110,1,NA,4,35,Male,pobre
7015003,MQ1371311111,1,NA,4,34,Male,pobre
7015003,MQ1371311112,0,NA,10,76,Male,pobre
7015003,MQ1371311113,1,NA,4,80,Male,pobre
7015003,MQ1371311114,0,NA,6,37,Male,pobre
7015003,MQ1371311116,1,NA,5,59,Male,pobre
7015003,MQ1371311117,0,NA,4,52,Male,no pobre
7015003,MQ1371311118,0,900,6,44,Male,pobre
7015003,MQ1371411119,0,NA,5,63,Male,pobre
7015003,MQ1371411120,1,1350,5,52,Male,pobre
7015003,MQ1371411121,1,NA,14,79,Male,pobre
7015003,MQ1371411122,1,NA,5,42,Male,pobre
7015003,MQ1371411123,1,NA,5,67,Male,pobre
7015003,MQ1371411124,1,NA,3,44,Female,pobre
7015003,MQ1371411125,1,900,2,44,Male,no pobre
7015003,MQ1371411126,0,NA,4,45,Male,pobre
7015003,MQ1371411127,1,NA,2,48,Male,no pobre
7015003,MQ139131150,1,1200,6,36,Male,pobre
7015003,MQ139131151,1,NA,9,51,Male,pobre
7015003,MQ139131152,0,NA,5,35,Male,pobre
7015003,MQ139131153,1,NA,2,57,Male,pobre
7015003,MQ139131154,1,NA,3,30,Male,pobre
7015003,MQ139131155,1,NA,3,66,Male,pobre
7015003,MQ139131156,1,1500,4,54,Male,pobre
7015003,MQ139131157,1,900,3,62,Male,pobre
7015003,MQ139131158,0,NA,5,71,Male,pobre
7015003,MQ139131159,1,NA,4,33,Male,pobre
7015003,MQ1411211102,1,NA,4,56,Male,pobre
7015003,MQ1411211103,1,NA,3,45,Male,pobre
7015003,MQ1411211104,1,NA,4,69,Male,pobre
7015003,MQ1411211105,1,NA,2,45,Female,no pobre
7015003,MQ1411211106,1,720,1,63,Female,pobre
7015003,MQ1411211107,1,NA,2,54,Male,no pobre
7015003,MQ1411211109,1,NA,4,78,Male,pobre
7015003,MQ1411311110,0,NA,4,76,Male,pobre
7015003,MQ1411311111,1,NA,8,85,Female,pobre
7015003,MQ1411311112,0,NA,6,41,Male,pobre
7015003,MQ1411311113,1,NA,3,57,Male,pobre
7015003,MQ1411311114,1,NA,7,66,Male,pobre
7015003,MQ1411311115,1,NA,3,59,Male,pobre
7015003,MQ1411311116,0,NA,3,32,Female,pobre
7015003,MQ1411311117,0,2400,3,25,Male,no pobre
7015003,MQ1411311118,1,NA,2,66,Male,pobre
7015003,MQ1411311119,1,NA,2,47,Female,no pobre
7015003,MQ1411311120,1,NA,4,36,Male,pobre
7015003,MQ1411311121,1,1000,1,42,Female,no pobre
7015003,MQ1411411123,1,NA,1,59,Female,pobre
7015003,MQ1411411124,1,NA,4,52,Male,pobre
7015003,MQ1411411125,1,NA,4,82,Female,pobre
7015003,MQ1411411126,1,NA,7,54,Male,pobre
7015003,MQ1411411127,0,NA,4,64,Female,pobre
7015003,MQ1411411128,0,960,4,34,Male,pobre
7015003,MQ1451311105,1,NA,5,72,Male,pobre
7015003,MQ1451311106,1,NA,4,36,Male,pobre
7015003,MQ1451311107,1,NA,4,41,Male,pobre
7015003,MQ1451311108,1,NA,8,63,Male,pobre
7015003,MQ1451311109,1,NA,5,45,Male,pobre
7015003,MQ1451311110,0,NA,4,24,Female,pobre
7015003,MQ1451311111,1,NA,3,62,Male,pobre
7015003,MQ1451311112,0,NA,7,43,Male,pobre
7015003,MQ1451311113,0,400,2,47,Female,pobre
7015003,MQ1451311114,1,NA,5,74,Male,pobre
7015003,MQ1451311115,1,NA,4,65,Male,pobre
7015003,MQ1451411116,1,NA,3,65,Male,pobre
7015003,MQ1451411117,0,NA,5,77,Male,pobre
7015003,MQ1451411118,0,NA,1,62,Male,pobre
7015003,MQ1451411119,1,NA,4,40,Female,pobre
7015003,MQ1451411121,1,3000,5,43,Male,no pobre
7015003,MQ1451411122,1,1600,6,64,Male,no pobre
7015003,MQ149131149,0,800,2,21,Female,no pobre
7015003,MQ149131150,1,NA,6,42,Male,pobre
7015003,MQ149131151,0,NA,8,68,Male,pobre
7015003,MQ149131152,1,NA,4,39,Male,pobre
7015003,MQ149131153,1,NA,4,50,Male,no pobre
7015003,MQ149131154,1,NA,6,48,Male,no pobre
7015003,MQ151121182,1,NA,4,42,Male,pobre
7015003,MQ151121183,1,NA,3,48,Male,pobre
7015003,MQ151121184,0,NA,7,50,Male,pobre
7015003,MQ151121185,1,NA,6,80,Male,pobre
7015003,MQ151121186,1,NA,5,71,Male,pobre
7015003,MQ151121187,1,NA,5,46,Female,no pobre
7015003,MQ151121188,0,NA,2,57,Male,no pobre
7015003,MQ151121189,0,NA,5,50,Male,pobre
7015003,MQ151131190,1,NA,3,68,Female,pobre
7015003,MQ151131191,0,27000,4,54,Male,pobre
7015003,MQ151131192,1,NA,5,44,Male,pobre
7015003,MQ151131193,0,900,3,62,Male,pobre
7015003,MQ151131194,0,NA,3,30,Male,no pobre
7015003,MQ151131195,1,NA,4,40,Male,no pobre
7015003,MQ151131196,0,NA,3,40,Female,pobre
7015003,MQ151131197,1,NA,4,58,Male,no pobre
7015003,MQ151131198,1,NA,5,57,Male,pobre
7015003,MQ151131199,1,NA,9,44,Male,pobre
7015003,MQ1511411101,1,NA,3,72,Male,pobre
7015003,MQ1511411102,1,NA,3,26,Male,pobre
7015003,MQ1511411103,1,NA,5,59,Male,pobre
7015003,MQ1511411104,1,NA,4,40,Male,no pobre
7015003,MQ155131154,0,NA,4,36,Male,no pobre
7015003,MQ155131155,1,900,5,50,Male,pobre
7015003,MQ155131156,0,NA,5,50,Male,pobre
7015003,MQ155131157,1,NA,8,22,Male,pobre
7015003,MQ155131158,1,NA,6,49,Male,no pobre
7015003,MQ155131159,1,NA,3,61,Male,pobre
7015003,MQ155131160,0,NA,5,29,Male,pobre
7015003,MQ155131161,1,NA,1,54,Female,pobre
7015003,MQ155131162,1,NA,3,39,Female,pobre
7015003,MQ155131163,0,NA,4,37,Female,no pobre
7015003,MQ1661311101,1,NA,4,29,Male,pobre
7015003,MQ1661311102,1,NA,4,48,Male,no pobre
7015003,MQ1661311103,0,1500,3,25,Male,pobre
7015003,MQ1661311104,0,900,4,41,Male,pobre
7015003,MQ1661311105,1,2600,4,63,Female,no pobre
7015003,MQ1661311106,1,NA,4,35,Male,pobre
7015003,MQ1661311108,1,NA,6,53,Male,no pobre
7015003,MQ1661311109,0,NA,3,26,Male,pobre
7015003,MQ1661311110,0,NA,5,55,Male,pobre
7015003,MQ1661411111,1,NA,2,62,Male,no pobre
7015003,MQ1661411112,1,900,10,57,Male,pobre
7015003,MQ1661411113,1,1000,4,69,Male,pobre
7015003,MQ1661411114,1,NA,3,61,Male,pobre
7015003,MQ1661411115,0,NA,4,48,Male,no pobre
7015003,MQ1661411116,1,NA,8,44,Male,pobre
7015003,MQ1661411117,1,NA,3,78,Male,pobre
7015003,MQ1661411118,0,NA,1,60,Male,pobre
7015035,MQ088101183,1,NA,3,59,Male,no pobre
7015035,MQ088101184,1,NA,10,39,Male,pobre
7015035,MQ088101185,1,NA,8,54,Male,pobre
7015035,MQ088101186,1,NA,4,28,Male,pobre
7015035,MQ088101187,1,NA,2,45,Female,no pobre
7015035,MQ088101188,1,NA,4,45,Female,pobre
7015035,MQ088101189,1,NA,2,57,Male,pobre
7015035,MQ090101189,1,NA,9,43,Male,pobre
7015035,MQ090101190,1,NA,7,47,Male,pobre
7015035,MQ090101191,1,NA,7,40,Male,pobre
7015035,MQ090101192,0,NA,3,54,Male,no pobre
7015035,MQ090101193,1,NA,7,62,Male,pobre
7015035,MQ090101195,1,NA,3,60,Male,no pobre
7015035,MQ0971011100,1,NA,5,65,Male,pobre
7015035,MQ097101194,1,NA,2,43,Female,no pobre
7015035,MQ097101196,1,NA,4,31,Male,no pobre
7015035,MQ097101197,1,NA,4,60,Male,no pobre
7015035,MQ097101198,1,NA,7,34,Male,pobre
7015035,MQ097101199,0,2000,3,31,Male,pobre
7015035,MQ0971211102,0,NA,3,25,Female,pobre
7015035,MQ0971211103,0,3000,8,32,Male,pobre
7015035,MQ102101176,1,NA,7,52,Male,pobre
7015035,MQ102101177,1,NA,3,85,Male,pobre
7015035,MQ102101178,1,NA,3,60,Male,pobre
7015035,MQ102101179,1,NA,11,57,Male,pobre
7015035,MQ102101180,1,1500,4,32,Male,pobre
7015035,MQ102101181,1,1800,4,28,Female,pobre
7015035,MQ103101149,1,1800,7,69,Male,pobre
7015035,MQ103101150,1,NA,5,72,Male,pobre
7015035,MQ103101151,1,1200,6,48,Female,pobre
7015035,MQ103101152,1,NA,6,50,Male,pobre
7015035,MQ103101153,1,NA,4,48,Male,pobre
7015035,MQ108101142,1,NA,5,60,Female,pobre
7015035,MQ108101143,1,NA,4,53,Female,no pobre
7015035,MQ108101144,1,NA,2,48,Female,no pobre
7015035,MQ109101142,1,NA,8,31,Male,pobre
7015035,MQ109101143,0,8000,7,47,Female,pobre
7015035,MQ109101144,0,NA,5,60,Male,pobre
7015035,MQ109101145,1,NA,4,62,Female,pobre
7015035,MQ112101149,0,NA,3,42,Male,pobre
7015035,MQ112101150,1,NA,5,69,Male,pobre
7015035,MQ112101151,0,NA,5,36,Male,pobre
7015035,MQ112101152,0,NA,1,68,Male,pobre
7015035,MQ112101153,1,NA,6,45,Female,pobre
7015035,MQ115101184,1,NA,5,45,Male,pobre
7015035,MQ115101185,1,NA,4,69,Female,pobre
7015035,MQ115101186,NA,NA,2,57,Male,no pobre
7015035,MQ115101187,1,1800,5,39,Male,pobre
7015035,MQ115101188,1,1500,2,50,Male,no pobre
7015035,MQ115101189,1,1500,4,53,Male,no pobre
7015035,MQ115121190,1,NA,8,43,Male,pobre
7015035,MQ115121191,1,NA,2,55,Female,no pobre
7015035,MQ123101185,1,NA,6,80,Male,pobre
7015035,MQ123101186,1,400,2,66,Female,pobre
7015035,MQ123101187,1,NA,8,47,Male,pobre
7015035,MQ123101188,0,NA,8,67,Male,pobre
7015035,MQ123101189,1,NA,5,40,Female,pobre
7015035,MQ123101190,0,NA,5,39,Male,pobre
7015035,MQ123101191,1,1950,3,46,Female,pobre
7015035,MQ123101192,0,NA,1,48,Male,pobre
7015035,MQ123121193,1,NA,2,64,Male,pobre
7015035,MQ127101150,1,NA,5,40,Male,pobre
7015035,MQ127101151,0,NA,3,39,Female,pobre
7015035,MQ127101152,1,NA,10,62,Male,pobre
7015035,MQ127101153,0,NA,3,25,Male,pobre
7015035,MQ127101154,1,NA,5,29,Male,pobre
7015035,MQ127101155,1,NA,10,36,Male,pobre
7015035,MQ132101146,1,NA,7,50,Male,pobre
7015035,MQ132101147,1,NA,4,34,Male,pobre
7015035,MQ132101148,0,1500,1,56,Male,pobre
7015035,MQ132101149,1,NA,7,50,Male,pobre
7015035,MQ132101150,1,NA,4,71,Male,pobre
7015035,MQ1371011100,1,NA,5,43,Male,pobre
7015035,MQ1371011101,0,NA,5,32,Male,pobre
7015035,MQ1371011102,1,NA,5,36,Male,pobre
7015035,MQ137101196,1,NA,6,38,Male,pobre
7015035,MQ137101197,0,NA,4,29,Male,pobre
7015035,MQ137101198,1,NA,8,44,Male,pobre
7015035,MQ137101199,1,NA,6,56,Male,pobre
7015035,MQ138101150,1,NA,6,37,Male,pobre
7015035,MQ138101151,1,NA,9,69,Male,pobre
7015035,MQ138101152,0,NA,7,92,Female,pobre
7015035,MQ139101144,1,NA,3,61,Female,pobre
7015035,MQ139101145,0,160,1,77,Male,pobre
7015035,MQ139101146,1,NA,3,55,Male,pobre
7015035,MQ139101147,1,NA,8,43,Male,pobre
7015035,MQ139101149,1,NA,5,45,Male,pobre
7015035,MQ1411011100,0,NA,3,56,Female,pobre
7015035,MQ1411011101,0,NA,9,79,Male,pobre
7015035,MQ141101195,1,1400,7,35,Male,pobre
7015035,MQ141101196,0,NA,2,24,Male,pobre
7015035,MQ141101197,0,NA,4,32,Male,pobre
7015035,MQ141101198,1,NA,6,49,Male,pobre
7015035,MQ141101199,0,1440,1,42,Male,pobre
7015035,MQ1451011100,0,NA,3,75,Female,pobre
7015035,MQ1451011101,1,NA,5,54,Male,no pobre
7015035,MQ145101196,1,NA,3,42,Female,pobre
7015035,MQ145101197,1,NA,3,67,Male,pobre
7015035,MQ145101198,1,NA,6,57,Female,pobre
7015035,MQ145101199,1,NA,6,84,Male,pobre
7015035,MQ1451211102,1,NA,5,63,Male,pobre
7015035,MQ1451211104,1,NA,4,19,Male,pobre
7015035,MQ149101144,1,NA,8,60,Male,pobre
7015035,MQ149101145,1,NA,6,40,Male,pobre
7015035,MQ149101146,1,NA,4,55,Male,pobre
7015035,MQ149101147,0,NA,3,30,Male,pobre
7015035,MQ149101148,1,900,1,56,Female,pobre
7015035,MQ151101175,1,NA,4,67,Male,pobre
7015035,MQ151101176,1,NA,3,68,Male,pobre
7015035,MQ151101177,0,2100,2,33,Male,pobre
7015035,MQ151101178,0,NA,1,28,Male,pobre
7015035,MQ151101179,1,NA,10,38,Male,pobre
7015035,MQ151101180,0,NA,4,72,Female,pobre
7015035,MQ151101181,1,900,2,63,Male,pobre
7015035,MQ155101147,0,NA,1,62,Male,pobre
7015035,MQ155101148,1,NA,7,67,Female,pobre
7015035,MQ155101149,1,NA,6,58,Male,pobre
7015035,MQ155101150,1,NA,8,32,Male,pobre
7015035,MQ155101151,0,NA,5,27,Female,pobre
7015035,MQ155101152,1,NA,7,56,Male,pobre
7015035,MQ155101153,1,NA,7,66,Male,pobre
